# Contour T6btLL_ctau200, ExpMinus2
#    mstop     mchi10
     509.9        0.0
     525.0        8.8
     550.0       18.8
     575.0       24.4
     579.3       25.0
     600.0       32.5
     625.0       38.5
     650.0       43.3
     675.0       47.0
     700.0       49.7
     703.2       50.0
     725.0       56.4
     750.0       62.4
     775.0       67.9
     800.0       72.4
     820.2       75.0
     825.0       77.1
     850.0       84.0
     875.0       88.1
     900.0       90.6
     925.0       92.5
     950.0       95.1
     975.0       98.6
     983.2      100.0
    1000.0      106.8
    1025.0      117.1
    1045.1      125.0
    1050.0      128.7
    1075.0      144.9
    1084.7      150.0
    1100.0      163.7
    1116.0      175.0
    1125.0      185.3
    1140.6      200.0
    1150.0      213.1
    1160.0      225.0
    1175.0      249.4
    1175.4      250.0
    1189.5      275.0
    1200.0      297.5
    1201.4      300.0
    1213.0      325.0
    1223.2      350.0
    1225.0      355.0
    1233.5      375.0
    1243.2      400.0
    1250.0      418.7
    1252.8      425.0
    1262.9      450.0
    1272.0      475.0
    1275.0      484.3
    1281.0      500.0
    1289.4      525.0
    1297.0      550.0
    1300.0      561.0
    1304.4      575.0
    1311.6      600.0
    1318.2      625.0
    1324.2      650.0
    1325.0      653.9
    1330.2      675.0
    1335.6      700.0
    1340.3      725.0
    1344.2      750.0
    1347.5      775.0
    1350.0      799.0
    1350.1      800.0
    1352.4      825.0
    1353.8      850.0
    1354.3      875.0
    1353.7      900.0
    1351.8      925.0
    1350.0      937.8
    1348.4      950.0
    1342.7      975.0
    1332.9     1000.0
    1325.0     1012.5
    1316.4     1025.0
    1300.0     1040.6
    1289.2     1050.0
    1275.0     1060.3
    1260.3     1075.0
    1250.0     1088.8
    1245.5     1100.0
    1239.7     1125.0
    1236.8     1150.0
    1235.4     1175.0
    1225.0     1200.0
    1200.0     1175.0
    1175.0     1150.0
    1150.0     1125.0
    1125.0     1100.0
    1100.0     1075.0
    1075.0     1050.0
    1050.0     1025.0
    1025.0     1000.0
    1000.0      975.0
     975.0      950.0
     950.0      925.0
     925.0      900.0
     900.0      875.0
     875.0      850.0
     850.0      825.0
     825.0      800.0
     800.0      775.0
     775.0      750.0
     750.0      725.0
     725.0      700.0
     700.0      675.0
     675.0      650.0
     650.0      625.0
     625.0      600.0
     600.0      575.0
     575.0      550.0
     550.0      525.0
     525.0      500.0
     500.0      475.0
     475.0      450.0
     450.0      425.0
     425.0      400.0
     400.0      375.0
     400.0      375.0
