# Contour T6btLL_ctau200, ObsMinus
#    mstop     mchi10
     455.8        0.0
     475.0       12.3
     500.0       20.8
     525.0       24.7
     528.6       25.0
     550.0       32.5
     575.0       38.7
     600.0       43.6
     625.0       47.2
     650.0       49.5
     657.6       50.0
     675.0       56.5
     700.0       62.9
     725.0       67.4
     750.0       70.5
     775.0       72.8
     800.0       74.5
     811.5       75.0
     825.0       79.1
     850.0       84.7
     875.0       88.7
     900.0       91.8
     925.0       94.3
     950.0       96.4
     975.0       98.3
     999.2      100.0
    1000.0      100.2
    1025.0      106.4
    1050.0      111.7
    1075.0      116.4
    1100.0      120.4
    1125.0      124.1
    1131.6      125.0
    1150.0      132.2
    1175.0      141.6
    1198.8      150.0
    1200.0      150.9
    1225.0      167.7
    1237.7      175.0
    1250.0      187.6
    1264.8      200.0
    1275.0      213.3
    1285.7      225.0
    1300.0      246.8
    1302.5      250.0
    1317.3      275.0
    1325.0      290.7
    1330.4      300.0
    1343.2      325.0
    1350.0      339.7
    1355.7      350.0
    1368.4      375.0
    1375.0      388.9
    1381.0      400.0
    1393.4      425.0
    1400.0      439.8
    1405.2      450.0
    1416.7      475.0
    1425.0      494.7
    1427.5      500.0
    1438.6      525.0
    1448.7      550.0
    1450.0      553.6
    1459.0      575.0
    1468.3      600.0
    1475.0      620.2
    1476.9      625.0
    1485.5      650.0
    1493.3      675.0
    1500.0      699.1
    1500.3      700.0
    1507.7      725.0
    1514.1      750.0
    1519.7      775.0
    1524.4      800.0
    1525.0      803.8
    1528.9      825.0
    1533.0      850.0
    1536.8      875.0
    1540.4      900.0
    1543.9      925.0
    1547.1      950.0
    1549.8      975.0
    1550.0      978.0
    1552.1     1000.0
    1553.7     1025.0
    1554.3     1050.0
    1553.7     1075.0
    1551.8     1100.0
    1550.0     1113.4
    1548.6     1125.0
    1543.7     1150.0
    1535.7     1175.0
    1525.0     1194.8
    1521.8     1200.0
    1500.0     1221.1
    1495.5     1225.0
    1475.0     1237.6
    1456.0     1250.0
    1450.0     1253.7
    1430.5     1275.0
    1425.0     1283.9
    1418.9     1300.0
    1413.7     1325.0
    1411.5     1350.0
    1400.0     1375.0
    1375.0     1350.0
    1350.0     1325.0
    1325.0     1300.0
    1300.0     1275.0
    1275.0     1250.0
    1250.0     1225.0
    1225.0     1200.0
    1200.0     1175.0
    1175.0     1150.0
    1150.0     1125.0
    1125.0     1100.0
    1100.0     1075.0
    1075.0     1050.0
    1050.0     1025.0
    1025.0     1000.0
    1000.0      975.0
     975.0      950.0
     950.0      925.0
     925.0      900.0
     900.0      875.0
     875.0      850.0
     850.0      825.0
     825.0      800.0
     800.0      775.0
     775.0      750.0
     750.0      725.0
     725.0      700.0
     700.0      675.0
     675.0      650.0
     650.0      625.0
     625.0      600.0
     600.0      575.0
     575.0      550.0
     550.0      525.0
     525.0      500.0
     500.0      475.0
     475.0      450.0
     450.0      425.0
     425.0      400.0
     400.0      375.0
     400.0      375.0
