# Contour T6tbLL_ctau200, ExpPlus2
# msbottom     mchi10
     998.0        0.0
    1000.0        1.7
    1025.0       19.5
    1033.9       25.0
    1050.0       36.7
    1071.8       50.0
    1075.0       52.5
    1100.0       68.9
    1110.9       75.0
    1125.0       85.4
    1149.0      100.0
    1150.0      100.8
    1175.0      118.3
    1186.7      125.0
    1200.0      135.6
    1221.8      150.0
    1225.0      153.0
    1250.0      172.4
    1254.1      175.0
    1275.0      193.3
    1284.0      200.0
    1300.0      216.1
    1310.1      225.0
    1325.0      242.1
    1333.0      250.0
    1350.0      270.9
    1353.9      275.0
    1373.7      300.0
    1375.0      301.9
    1392.9      325.0
    1400.0      335.8
    1411.0      350.0
    1425.0      371.4
    1427.6      375.0
    1443.5      400.0
    1450.0      411.7
    1458.6      425.0
    1473.0      450.0
    1475.0      453.9
    1487.4      475.0
    1500.0      499.2
    1500.5      500.0
    1513.9      525.0
    1525.0      548.4
    1525.9      550.0
    1537.6      575.0
    1548.1      600.0
    1550.0      605.2
    1558.5      625.0
    1568.2      650.0
    1575.0      669.8
    1577.1      675.0
    1585.9      700.0
    1594.0      725.0
    1600.0      745.9
    1601.4      750.0
    1608.9      775.0
    1615.6      800.0
    1621.7      825.0
    1625.0      839.7
    1627.6      850.0
    1633.2      875.0
    1638.1      900.0
    1642.1      925.0
    1645.2      950.0
    1647.7      975.0
    1649.8     1000.0
    1650.0     1003.6
    1651.8     1025.0
    1653.4     1050.0
    1654.7     1075.0
    1655.5     1100.0
    1655.9     1125.0
    1655.4     1150.0
    1653.6     1175.0
    1650.0     1197.0
    1649.6     1200.0
    1642.4     1225.0
    1627.7     1250.0
    1625.0     1252.5
    1600.0     1267.3
    1575.0     1274.3
    1551.0     1275.0
    1550.0     1275.0
    1549.7     1275.0
    1525.0     1273.7
    1500.0     1271.1
    1475.0     1270.3
    1450.0     1272.3
    1442.3     1275.0
    1425.0     1282.6
    1406.2     1300.0
    1400.0     1307.6
    1390.7     1325.0
    1375.0     1350.0
    1350.0     1325.0
    1325.0     1300.0
    1300.0     1275.0
    1275.0     1250.0
    1250.0     1225.0
    1225.0     1200.0
    1200.0     1175.0
    1175.0     1150.0
    1150.0     1125.0
    1125.0     1100.0
    1100.0     1075.0
    1075.0     1050.0
    1050.0     1025.0
    1025.0     1000.0
    1000.0      975.0
     975.0      950.0
     950.0      925.0
     925.0      900.0
     900.0      875.0
     875.0      850.0
     850.0      825.0
     825.0      800.0
     800.0      775.0
     775.0      750.0
     750.0      725.0
     725.0      700.0
     700.0      675.0
     675.0      650.0
     650.0      625.0
     625.0      600.0
     600.0      575.0
     575.0      550.0
     550.0      525.0
     525.0      500.0
     500.0      475.0
     475.0      450.0
     450.0      425.0
     425.0      400.0
     400.0      375.0
     400.0      375.0
